City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
454,Noyabrsk,RU,63.1994,75.4507,17.22,97,100,7.94,light snow
455,Beian,NO,63.6559,9.5683,23.0,80,75,12.66,light snow
456,Radford,US,37.1318,-80.5764,39.99,60,1,9.22,clear sky
457,Eirunepe,BR,-6.6603,-69.8736,93.0,50,95,1.66,overcast clouds
458,Dinan,FR,48.4167,-2.25,46.0,70,0,10.36,clear sky
459,Galveston,US,29.3669,-94.9669,57.2,82,90,9.22,overcast clouds
460,Magadi,IN,12.9667,77.2333,69.8,46,0,5.75,clear sky
461,Qostanay,KZ,53.1667,63.5833,33.8,93,90,13.42,light snow
462,Bud,US,39.447,-86.1758,21.99,53,1,4.56,clear sky
463,Cerritos,US,33.8583,-118.0648,51.8,66,20,2.06,few clouds
464,Hue,VN,16.4667,107.6,69.8,94,40,3.44,scattered clouds
465,Zapolyarnyy,RU,69.4154,30.8136,24.8,80,90,17.27,light snow
466,Rio Gallegos,AR,-51.6226,-69.2181,60.8,31,40,14.97,scattered clouds
467,Shingu,JP,33.7333,135.9833,45.0,78,0,6.46,clear sky
468,Totskoye,RU,52.5248,52.7623,5.47,92,100,15.99,overcast clouds
469,Yar-Sale,RU,66.8333,70.8333,-30.8,84,100,13.56,overcast clouds
470,Jalingo,NG,8.8833,11.3667,91.87,11,5,5.44,clear sky
471,Maniitsoq,GL,65.4167,-52.9,24.93,78,0,11.88,clear sky
472,Mariestad,SE,58.7097,13.8237,17.01,92,4,1.14,clear sky
473,New Plymouth,NZ,-39.0667,174.0833,55.0,76,98,5.01,overcast clouds
474,Bongouanou,CI,6.6486,-4.1992,89.46,47,83,2.91,broken clouds
475,Karabudakhkent,RU,42.7087,47.5673,39.2,81,3,15.66,clear sky
476,Chippewa Falls,US,44.9369,-91.3929,0.0,60,20,11.5,few clouds
477,Tucumcari,US,35.1717,-103.725,44.6,29,1,10.36,clear sky
478,Curup,ID,-3.4667,102.5333,67.17,89,97,3.31,overcast clouds
479,San Quintin,MX,30.4833,-115.95,60.1,67,0,2.62,clear sky
480,Kangaatsiaq,GL,68.3065,-53.4641,16.63,82,19,17.92,few clouds
481,Pak Phanang,TH,8.3511,100.202,77.4,81,68,5.55,broken clouds
482,Oranjemund,NA,-28.55,16.4333,67.35,81,0,18.99,clear sky
483,Juneau,US,58.3019,-134.4197,21.2,79,40,4.61,scattered clouds
484,Bereda,ES,43.2686,-7.5406,46.0,80,47,17.0,scattered clouds
485,Ornskoldsvik,SE,63.2909,18.7153,21.2,86,20,6.91,few clouds
486,San Clemente,US,33.427,-117.612,51.8,71,1,2.42,clear sky
487,Bosaso,SO,11.2842,49.1816,74.8,71,0,3.09,clear sky
488,Oum Hadjer,TD,13.2954,19.6966,71.92,17,14,5.01,few clouds
489,Zhaotong,CN,27.3167,103.7167,40.28,80,14,6.8,few clouds
490,Sitka,US,57.0531,-135.33,35.6,93,90,12.66,light snow
491,Port Lincoln,AU,-34.7333,135.8667,60.62,82,78,13.58,broken clouds
492,Araouane,ML,18.9048,-3.5265,85.55,14,100,14.52,overcast clouds
493,Great Falls,US,47.5002,-111.3008,0.0,78,90,9.22,light snow
494,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,93.94,21,0,5.12,clear sky
495,Alyangula,AU,-13.8483,136.4192,78.8,100,40,18.41,moderate rain
496,Tessalit,ML,20.1986,1.0114,88.07,11,99,13.51,overcast clouds
497,Saint Pete Beach,US,27.7253,-82.7412,71.01,1,86,1.01,overcast clouds
498,Diamantino,BR,-14.4086,-56.4461,87.42,56,44,6.44,scattered clouds
499,Butte,US,39.6499,-121.5677,51.01,75,1,5.75,clear sky
500,Gamba,GA,-2.65,10.0,81.23,85,86,8.14,light rain
501,Baruun-Urt,MN,46.6806,113.2792,-8.3,84,0,6.73,clear sky
502,Pangody,RU,65.85,74.4859,-21.14,87,98,11.95,overcast clouds
503,Antalaha,MG,-14.9003,50.2788,78.4,77,57,1.57,broken clouds
504,Uruguaiana,BR,-29.7547,-57.0883,80.6,50,0,4.61,clear sky
505,Ankpa,NG,7.3706,7.6253,94.5,12,0,3.87,clear sky
506,Saldanha,ZA,-33.0117,17.9442,75.2,64,20,18.41,few clouds
507,Shirokiy,RU,49.758,129.523,-17.9,87,82,7.29,broken clouds
508,Xai-Xai,MZ,-25.0519,33.6442,77.4,80,98,7.18,overcast clouds
509,Bathsheba,BB,13.2167,-59.5167,84.2,54,40,21.85,scattered clouds
510,Chilca,PE,-12.5211,-76.7372,77.0,78,0,8.05,clear sky
511,San Jose,US,37.3394,-121.895,53.01,87,1,1.3,clear sky
512,Hailey,US,43.5196,-114.3153,17.6,73,1,4.61,clear sky
513,Cabra,ES,37.4725,-4.4421,51.01,82,51,4.0,broken clouds
514,Sola,VU,-13.8833,167.55,81.7,75,5,6.26,clear sky
515,Careiro Da Varzea,BR,-3.2003,-59.8119,80.6,74,75,11.5,moderate rain
516,Moyale,KE,3.5167,39.0584,79.52,35,5,6.73,clear sky
517,Toyooka,JP,35.5333,134.8333,44.35,79,0,4.83,clear sky
518,Byron Bay,AU,-28.65,153.6167,69.8,94,96,1.81,overcast clouds
519,Kenai,US,60.5544,-151.2583,10.99,85,1,6.29,clear sky
520,Beloslav,BG,43.1833,27.7,44.6,100,90,5.75,mist
521,Graham,US,47.0529,-122.2943,44.01,87,90,8.05,light intensity drizzle
522,Areia Branca,BR,-4.9561,-37.1369,87.91,53,15,16.28,few clouds
523,Sioux Lookout,CA,50.1001,-91.917,-14.8,64,90,12.66,snow
524,Vanimo,PG,-2.6741,141.3028,77.07,85,99,4.29,moderate rain
525,Venice,US,27.0998,-82.4543,77.0,88,75,14.97,mist
526,Teahupoo,PF,-17.8333,-149.2667,77.0,83,75,13.8,moderate rain
527,Huarmey,PE,-10.0681,-78.1522,75.9,64,86,9.71,overcast clouds
528,Mecca,SA,21.4267,39.8261,69.53,48,49,11.99,scattered clouds
529,Dovolnoye,RU,54.4958,79.6671,30.06,98,100,14.72,overcast clouds
530,Lima,PE,-12.0432,-77.0282,77.0,78,0,8.05,clear sky
531,Sompeta,IN,18.9333,84.6,70.48,62,0,4.09,clear sky
532,Istok,XK,42.7808,20.4875,59.0,41,0,14.97,clear sky
533,Perth,AU,-31.9333,115.8333,64.4,77,90,16.11,light rain
534,Anse-Bertrand,GP,16.4721,-61.5078,82.4,65,75,11.5,broken clouds
535,Batagay,RU,67.6333,134.6333,-26.81,84,100,1.5,overcast clouds
536,Kholmy,UA,51.871,32.6006,5.4,93,95,9.73,overcast clouds
537,Pandan,PH,14.0453,124.1694,78.62,87,58,11.25,broken clouds
538,Benguela,AO,-12.5763,13.4055,78.78,70,3,8.75,clear sky
539,Rongcheng,CN,30.634,117.8517,49.96,81,0,1.83,clear sky
540,Strezhevoy,RU,60.7333,77.5889,32.0,93,90,11.18,overcast clouds
541,Ponta Delgada,PT,37.7333,-25.6667,59.0,88,40,17.27,scattered clouds
542,Mayumba,GA,-3.432,10.6554,80.78,79,75,5.84,broken clouds
543,Karratha,AU,-20.7377,116.8463,78.58,76,16,11.12,few clouds
544,Wukari,NG,7.85,9.7833,95.47,10,0,5.77,clear sky
545,Kautokeino,NO,69.0125,23.0412,12.16,93,74,6.69,broken clouds
546,Banyo,CM,6.75,11.8167,82.44,18,0,4.27,clear sky
547,Hokitika,NZ,-42.7167,170.9667,55.9,89,2,3.2,clear sky
548,Khani,GE,41.9563,42.9566,51.8,54,90,8.05,overcast clouds
549,Bichena,ET,10.45,38.2,59.36,32,19,9.98,few clouds
550,Mingaora,PK,34.7758,72.3625,48.52,44,0,4.81,clear sky
551,Alice Springs,AU,-23.7,133.8833,77.0,31,42,6.91,scattered clouds
552,Ust-Maya,RU,60.4167,134.5333,-26.45,85,100,1.36,overcast clouds
553,Marrakesh,MA,31.6315,-8.0083,51.8,82,75,10.36,broken clouds
554,Itaituba,BR,-4.2761,-55.9836,91.4,62,20,9.22,few clouds
555,Sukumo,JP,32.9333,132.7333,46.06,85,1,5.86,clear sky
556,Cravo Norte,CO,6.3017,-70.2041,93.27,40,100,10.51,overcast clouds
557,Zirandaro,MX,18.45,-100.9833,89.89,36,20,1.01,few clouds
558,Hoquiam,US,46.9809,-123.8893,46.99,93,90,23.02,light rain
559,Xining,CN,36.6167,101.7667,23.92,64,95,1.72,overcast clouds
560,Chapais,CA,49.7834,-74.8492,17.6,67,75,14.97,broken clouds
561,Port Macquarie,AU,-31.4333,152.9167,70.0,99,74,5.55,broken clouds
562,Praia Da Vitoria,PT,38.7333,-27.0667,64.4,77,40,11.68,scattered clouds
563,Zyryanka,RU,65.75,150.85,-22.31,82,13,8.5,few clouds
564,Sapulpa,US,35.9987,-96.1142,48.2,53,75,10.36,broken clouds
565,Pauini,BR,-7.7136,-66.9764,89.62,56,91,1.61,overcast clouds
566,Dembi Dolo,ET,8.5333,34.8,69.13,26,61,5.93,broken clouds
567,Vaitape,PF,-16.5167,-151.75,81.48,69,0,10.13,clear sky
568,Dabat,ET,12.9842,37.765,46.71,49,42,2.77,scattered clouds
569,Kysyl-Syr,RU,63.8986,122.7617,-37.89,81,46,5.1,scattered clouds
570,Topolobampo,MX,25.6,-109.05,59.0,72,1,2.82,clear sky
571,Tucuman,AR,-26.8241,-65.2226,84.2,54,0,6.91,clear sky
572,Penticton,CA,49.4806,-119.5858,37.4,87,75,2.3,broken clouds
573,Vasilsursk,RU,56.1275,46.0072,-2.25,92,100,11.27,overcast clouds
574,Mohpa,IN,21.3167,78.8167,69.8,43,0,2.3,haze
575,Stepnyak,KZ,52.8339,70.7803,28.47,96,100,16.02,overcast clouds
576,Luleburgaz,TR,41.4039,27.3592,50.0,100,7,3.44,clear sky
577,Rawah,IQ,34.4816,41.9093,58.32,73,67,7.45,broken clouds
578,Jiuquan,CN,39.7432,98.5174,28.99,67,24,1.21,few clouds
579,Kyabram,AU,-36.3167,145.05,61.0,68,6,7.78,clear sky
580,Rosario,AR,-32.9468,-60.6393,90.0,39,0,3.44,clear sky
581,Quatre Cocos,MU,-20.2078,57.7625,80.01,83,20,5.75,few clouds
582,Cairns,AU,-16.9167,145.7667,78.8,89,90,8.05,overcast clouds
583,Rantauprapat,ID,2.1,99.8333,74.43,83,84,2.57,broken clouds
584,Lundazi,ZM,-12.2929,33.1782,69.96,89,100,3.76,overcast clouds
585,Sulangan,PH,11.1373,123.7228,80.37,81,16,15.79,few clouds
586,Urumqi,CN,43.801,87.6005,12.2,92,75,2.24,mist
587,Narok,KE,-1.0783,35.8601,63.73,75,100,2.73,light rain
588,Flinders,AU,-34.5833,150.8552,64.99,87,0,1.01,clear sky
589,Oistins,BB,13.0667,-59.5333,84.2,54,40,21.85,scattered clouds
590,Varberg,SE,57.1056,12.2508,19.0,82,0,5.99,clear sky
591,Finschhafen,PG,-6.6024,147.8681,81.32,81,97,10.87,light rain
592,Champerico,GT,14.3,-91.9167,86.0,39,0,4.61,clear sky
593,Palana,RU,59.1167,159.9667,11.05,93,100,13.2,overcast clouds
594,Kruisfontein,ZA,-34.0033,24.7314,73.0,79,0,1.99,clear sky
595,Bandarbeyla,SO,9.4942,50.8122,76.93,78,15,13.29,few clouds
596,Nanakuli,US,21.3906,-158.1547,62.6,82,75,3.44,broken clouds
597,Ambanja,MG,-13.6833,48.45,77.0,86,100,0.69,light rain
598,Freeport,US,40.6576,-73.5832,43.0,42,1,19.57,clear sky
599,Moscow,RU,55.7522,37.6156,3.99,71,100,11.18,light snow
600,Lufilufi,WS,-13.8745,-171.5986,80.01,88,100,17.0,light rain
601,Fairbanks,US,64.8378,-147.7164,-9.4,77,90,1.01,light snow
602,Grindavik,IS,63.8424,-22.4338,35.6,75,75,17.27,broken clouds
603,Nouakchott,MR,18.0858,-15.9785,77.0,23,100,18.41,dust
604,Grand Gaube,MU,-20.0064,57.6608,80.01,77,39,3.0,scattered clouds
605,Laje,BR,-10.1833,-40.9667,93.54,30,47,9.55,scattered clouds
606,Hohhot,CN,40.8106,111.6522,19.4,68,0,7.52,clear sky
607,Emerald,AU,-23.5333,148.1667,84.2,65,100,8.05,overcast clouds
608,Raga,SS,8.4596,25.678,72.88,20,98,5.1,overcast clouds
609,Tsuyama,JP,35.05,134.0,37.0,94,0,2.08,clear sky
610,Lovozero,RU,68.005,35.0117,19.76,96,100,17.36,overcast clouds
611,Odweyne,SO,9.4092,45.064,71.19,59,15,8.5,few clouds
612,Kargasok,RU,59.0556,80.8572,33.84,97,100,12.15,overcast clouds
613,Fort Morgan,US,40.2503,-103.8,23.0,80,90,12.66,overcast clouds
614,Ayagoz,KZ,47.9714,80.4392,17.67,89,0,2.15,clear sky
615,Kholtoson,RU,50.2981,103.3097,-4.47,83,0,3.18,clear sky
616,Taraz,KZ,42.9,71.3667,59.0,26,90,26.84,overcast clouds
617,Maarianhamina,AX,60.0973,19.9348,19.4,93,100,2.3,light snow
618,Kemijarvi,FI,66.7131,27.4306,15.33,95,60,9.35,broken clouds
619,Vung Tau,VN,10.346,107.0843,77.29,75,46,18.48,scattered clouds
620,Lumphat,KH,13.4878,106.9816,73.04,67,98,9.48,overcast clouds
621,Dongsheng,CN,39.8161,109.9776,21.87,86,0,7.52,clear sky
622,Saint Marys,US,30.7305,-81.5465,50.0,94,90,16.11,light rain
623,Sinnamary,GF,5.3833,-52.95,79.99,84,89,15.64,overcast clouds
624,Comodoro Rivadavia,AR,-45.8667,-67.5,60.8,67,75,20.71,broken clouds
625,Samarai,PG,-10.6167,150.6667,82.33,77,100,6.08,overcast clouds
626,Marapanim,BR,-0.7175,-47.6997,87.71,62,38,8.63,scattered clouds
627,Oranjestad,AW,12.524,-70.027,84.2,61,20,24.16,few clouds
628,Novobeysugskaya,RU,45.472,39.8861,29.88,99,100,2.3,snow
629,Maceio,BR,-9.6658,-35.7353,91.4,55,20,17.27,few clouds
630,Santa Cruz De Tenerife,ES,28.4682,-16.2546,60.01,94,75,25.32,broken clouds
631,Saint Simons,US,31.1352,-81.3901,51.01,93,90,11.5,light rain
632,Wangjing,IN,24.6,94.0333,51.58,66,7,0.98,clear sky
633,La Libertad,EC,-2.2333,-80.9,86.0,58,0,2.3,clear sky
634,Conchal,BR,-22.3303,-47.1725,86.0,51,75,11.5,broken clouds
635,Vestmanna,FO,62.1564,-7.1664,33.8,69,75,19.57,broken clouds
636,Kloulklubed,PW,7.0419,134.2556,78.8,94,75,9.22,light rain
637,Qandala,SO,11.472,49.8728,75.43,74,12,3.33,few clouds
638,Hay River,CA,60.8156,-115.7999,-41.8,66,91,2.3,overcast clouds
639,Mazatlan,MX,23.2167,-106.4167,70.0,83,90,3.44,fog
640,Tautira,PF,-17.7333,-149.15,77.0,83,75,13.8,moderate rain
641,Ortona,IT,42.3496,14.4039,52.0,93,40,5.75,scattered clouds
642,Methoni,GR,36.8197,21.7049,62.01,88,20,1.95,few clouds
643,Medina Del Campo,ES,41.3124,-4.9141,46.99,87,90,10.36,overcast clouds
644,Acapulco,MX,16.8634,-99.8901,82.4,65,1,4.61,clear sky
645,Moron,AR,-34.6534,-58.6198,91.0,30,0,4.0,clear sky
646,Paris,FR,48.8534,2.3488,46.99,100,90,8.05,light rain
647,Kpandae,GH,8.4689,-0.0113,101.66,14,15,4.68,few clouds
648,Yenangyaung,MM,20.4667,94.8833,70.43,54,47,2.55,scattered clouds
649,Heihe,CN,50.2441,127.4902,-14.8,76,0,2.24,clear sky
650,Batagay-Alyta,RU,67.8006,130.4114,-25.31,84,100,1.66,overcast clouds
651,Shelton,US,41.3165,-73.0932,41.0,60,1,11.5,clear sky
652,Prince Rupert,CA,54.3161,-130.3201,37.4,87,90,5.75,overcast clouds
653,Vostok,RU,46.4856,135.8833,-11.34,91,100,2.62,overcast clouds
654,Vysokogornyy,RU,50.1167,139.15,-15.97,87,92,2.93,overcast clouds
655,Davila,PH,18.4726,120.5763,75.9,81,2,10.83,clear sky
656,Paidha,UG,2.4167,30.9855,71.33,29,26,3.24,scattered clouds
657,Alcudia,ES,39.8532,3.1214,60.8,82,20,10.36,few clouds
658,Trairi,BR,-3.2778,-39.2689,88.05,55,42,13.27,scattered clouds
659,Sorland,NO,67.667,12.6934,34.81,83,100,25.72,overcast clouds
660,Hays,US,30.0502,-98.0336,55.0,100,90,5.75,mist
661,Kasamwa,TZ,-2.85,32.4333,68.58,73,69,1.77,broken clouds
662,Cacoal,BR,-11.4386,-61.4472,78.01,86,100,4.18,light rain
663,Mayo,US,38.8876,-76.5119,50.0,36,1,3.44,clear sky
664,Libato,PH,13.8151,121.3346,75.99,89,66,5.01,broken clouds
665,Moree,AU,-29.4667,149.85,71.6,88,75,0.43,broken clouds
666,Ciudad Bolivar,VE,8.1222,-63.5497,91.87,35,100,10.42,overcast clouds
667,Kuopio,FI,62.8924,27.677,10.4,85,45,10.36,light snow
668,Encheng,CN,22.1839,112.3026,63.23,71,0,3.51,clear sky
669,Caravelas,BR,-17.7125,-39.2481,83.12,79,93,10.78,overcast clouds
670,Simbahan,PH,6.3032,120.5836,81.97,81,100,19.22,overcast clouds
671,Leeuwarden,NL,53.2014,5.8086,34.0,74,90,23.02,overcast clouds
672,Josefina,PH,8.2,123.5333,69.48,94,100,3.44,overcast clouds
673,Abnub,EG,27.2696,31.1511,66.2,59,0,10.36,clear sky
674,Tonekabon,IR,36.8163,50.8738,53.6,94,90,2.3,overcast clouds
675,Ewa Beach,US,21.3156,-158.0072,62.6,82,75,3.44,broken clouds
676,Saint-Francois,FR,46.4154,3.9054,48.99,93,0,4.61,clear sky
677,Florianopolis,BR,-27.6146,-48.5012,84.0,47,0,16.11,clear sky
678,Kondinskoye,RU,59.6481,67.41,34.61,97,100,12.39,overcast clouds
679,Stara Synyava,UA,49.6032,27.6191,25.47,81,75,6.91,broken clouds
680,Mana,GF,5.6592,-53.7767,80.58,81,78,14.92,broken clouds
681,Enshi,CN,30.3,109.4833,52.18,74,64,1.03,broken clouds
682,Talas,TR,38.6908,35.5538,42.8,61,0,1.14,clear sky
